"recording_id","label","sound_category","sound_type","initial_time","final_time","min_frequency","max_frequency","confidence_level","code_n_ind","species"
2,"Sax ola","Bird","Call",59.780335,60,2171.181152,7003.719238,0,4,"Saxicola rubicola"
2,"Cor one","Bird","Call",59.780335,59.990474,532.125854,2245.737549,1,1,"Corvus corone"
3,"Syl atr","Bird","Song",0,5.362747,1971.983521,4270.769531,1,4,"Sylvia atricapilla"
3,"Lus meg","Bird","Song",1.370106,3.093246,1932.233643,4655.467285,1,4,"Luscinia megarhynchos"
3,"Eri rub","Bird","Song",5.799836,8.464398,2122.063965,6575.520996,0,1,"Erithacus rubecula"
3,"Syl atr","Bird","Song",8.371937,11.439966,1935.377686,4409.816895,1,1,"Sylvia atricapilla"
3,"Oiseau sp.","Bird","Unknown",12.003138,12.26371,3080.8125,4295.224609,1,1,"Unidentified bird"
3,"Lus meg","Bird","Song",12.515877,19.072213,1472.553711,4552.753418,1,4,"Luscinia megarhynchos"
3,"Tur mer","Bird","Song",12.978183,14.709728,1320.240845,2826.490234,1,4,"Turdus merula"
3,"Syl atr","Bird","Song",14.776973,29.84814,1533.327026,4339.813477,1,4,"Sylvia atricapilla"
3,"Tur mer","Bird","Song",18.996563,20.45913,1406.437866,2454.67627,1,1,"Turdus merula"
3,"Lus meg","Bird","Song",24.830021,31.983152,1755.172485,3768.554199,1,4,"Luscinia megarhynchos"
3,"Tur mer","Bird","Song",32.395024,33.420502,1292.299561,2682.184326,1,1,"Turdus merula"
3,"Oiseau sp.","Bird","Unknown",33.899619,36.261581,2122.063965,4295.224609,1,4,"Unidentified bird"
3,"Tur mer","Bird","Song",35.000747,36.001009,1590.021362,2682.184326,1,4,"Turdus merula"
3,"Lus meg","Bird","Song",36.362448,57.250262,1057.592773,4365.279297,1,4,"Luscinia megarhynchos"
3,"Syl atr","Bird","Song",36.639831,39.682643,2283.739258,4295.224609,1,4,"Sylvia atricapilla"
3,"Gar gla","Bird","Call",37.135759,37.623282,872.281616,6781.023926,0,4,"Garrulus glandarius"
3,"Non identifie","Noise","Unknown",38.472243,38.631949,-1,10348.894531,1,0,"-"
3,"Tur mer","Bird","Song",39.615399,40.590444,1496.312256,2682.184326,1,4,"Turdus merula"
3,"Hyla meridionalis","Frog","Song",41.20405,42.246339,1622.138062,2777.716797,1,1,"Hyla meridionalis"
3,"Syl atr","Bird","Song",43.238195,46.482741,1622.138062,4436.317383,1,4,"Sylvia atricapilla"
3,"Oiseau sp.","Bird","Unknown",45.692618,46.289413,1210.773315,2411.045166,1,1,"Unidentified bird"
3,"Syl atr","Bird","Song",50.408137,54.325127,2083.033447,3894.771484,1,4,"Sylvia atricapilla"
3,"Str dec","Bird","Song",57.586484,59.990474,265.680054,766.519714,1,1,"Streptopelia decaocto"
3,"Syl atr","Bird","Song",57.737784,59.990474,1687.729004,3959.212158,1,1,"Sylvia atricapilla"
4,"Ort sp.","Orthoptera","Song",0,59.94004,3891.071289,4927.196289,1,1,"Orthoptera sp."
4,"Tur mer","Bird","Song",0,0.521145,1255.64502,2247.940918,1,1,"Turdus merula"
4,"Lus meg","Bird","Song",0,59.94004,836.20636,-1,1,4,"Luscinia megarhynchos"
4,"Aeg cau","Bird","Song",0.437089,1.235617,5838.714355,9644.017578,1,1,"Aegithalos caudatus"
4,"Str dec","Bird","Song",2.437612,4.80798,225.30423,694.804565,1,1,"Streptopelia decaocto"
4,"Tur mer","Bird","Song",4.043074,22.568926,1303.429688,4690.387207,1,4,"Turdus merula"
4,"Syl atr","Bird","Song",4.303646,6.228519,2043.910278,4664.103027,1,4,"Sylvia atricapilla"
4,"Aeg cau","Bird","Song",5.614913,6.228519,5918.116211,9519.914062,1,1,"Aegithalos caudatus"
4,"Aeg cau","Bird","Song",8.901487,9.414226,6415.190918,9156.464844,1,1,"Aegithalos caudatus"
4,"Syl com","Bird","Song",14.180178,15.289712,1480.05896,5760.26416,1,4,"Curruca communis"
4,"Aeg cau","Bird","Call",14.499589,14.827406,6677.557617,10420.938477,1,1,"Aegithalos caudatus"
4,"Syl com","Bird","Song",20.257397,22.115025,1480.05896,4957.025391,1,4,"Curruca communis"
4,"Syl atr","Bird","Song",25.813471,28.267895,1850.436768,4077.489502,1,4,"Sylvia atricapilla"
4,"Tur mer","Bird","Song",26.620405,31.638524,1480.05896,4077.489502,1,4,"Turdus merula"
4,"Syl atr","Bird","Song",34.992342,36.799537,1303.429688,5025.720703,1,4,"Sylvia atricapilla"
4,"Tur mer","Bird","Song",36.656642,59.94004,1279.393066,4020.171387,1,4,"Turdus merula"
4,"Emb cal","Bird","Call",36.900403,37.446765,6245.483887,8691.891602,0,4,"Emberiza calandra"
4,"Lul arb","Bird","Song",38.514271,40.666094,1881.407227,4020.171387,0,4,"Lullula arborea"
4,"Emb cal","Bird","Call",40.775366,41.405783,6162.155273,9038.211914,0,1,"Emberiza calandra"
4,"Syl atr","Bird","Song",41.162022,46.684474,1012.488953,5308.944824,1,4,"Sylvia atricapilla"
4,"Lul arb","Bird","Song",42.918784,45.079012,1377.304443,4135.504883,0,4,"Lullula arborea"
4,"Aeg cau","Bird","Song",49.365847,59.914824,5455.767578,10155.686523,1,4,"Aegithalos caudatus"
4,"Syl atr","Bird","Song",52.585176,56.02305,1480.05896,3797.691162,1,4,"Sylvia atricapilla"
5,"Hyla meridionalis","Frog","Song",0,59.982068,1295.385132,2666.519043,1,3,"Hyla meridionalis"
5,"Lus meg","Bird","Song",0,59.998879,976.133667,9410.849609,1,4,"Luscinia megarhynchos"
5,"Canis familiaris","Domestic animal","Unknown",0.252167,0.924611,267.175598,707.960632,1,0,"Canis familiaris"
5,"Otu sco","Bird","Song",0.479117,5.732591,953.804565,1433.777344,1,1,"Otus scops"
5,"Canis familiaris","Domestic animal","Unknown",6.674014,7.51457,306.882355,746.236877,1,0,"Canis familiaris"
5,"Otu sco","Bird","Song",7.657464,8.388748,1044.946167,1581.7677,1,3,"Otus scops"
5,"Otu sco","Bird","Song",10.347243,11.044904,1092.383667,1433.777344,1,2,"Otus scops"
5,"Canis familiaris","Domestic animal","Unknown",11.255043,11.952705,293.468842,707.960632,1,0,"Canis familiaris"
5,"Otu sco","Bird","Song",12.776449,13.179916,1068.505981,1433.777344,1,1,"Otus scops"
5,"Otu sco","Bird","Song",17.693701,20.517969,1116.58374,1462.586914,1,1,"Otus scops"
5,"Canis familiaris","Domestic animal","Unknown",19.559736,20.358264,348.21933,765.76355,1,0,"Canis familiaris"
5,"Otu sco","Bird","Song",22.602548,22.930365,1068.505981,1521.37793,1,1,"Otus scops"
5,"Canis familiaris","Domestic animal","Unknown",24.325687,24.947699,293.468842,726.970398,1,0,"Canis familiaris"
5,"Otu sco","Bird","Song",25.124215,25.401599,1030.407593,1557.195068,0,1,"Otus scops"
5,"Canis familiaris","Domestic animal","Unknown",27.729939,28.545278,334.255066,707.960632,1,0,"Canis familiaris"
5,"Otu sco","Bird","Song",29.411051,30.37769,1021.700439,1521.37793,1,3,"Otus scops"
5,"Otu sco","Bird","Song",32.386618,32.664002,2666.519043,3643.562012,1,1,"Otus scops"
5,"Canis familiaris","Domestic animal","Unknown",34.496414,35.370592,204.446686,910.034485,1,0,"Canis familiaris"
5,"Non identifie","Noise","Unknown",35.597542,36.127092,670.697266,1806.355957,1,0,"-"
5,"Otu sco","Bird","Song",37.295465,37.665309,1068.505981,1521.37793,1,1,"Otus scops"
5,"Otu sco","Bird","Song",39.211932,41.498244,1021.700439,1521.37793,1,3,"Otus scops"
5,"Canis familiaris","Domestic animal","Unknown",39.649021,40.657688,280.234039,931.772644,1,0,"Canis familiaris"
5,"Otu sco","Bird","Song",42.1875,42.574156,953.804565,1581.7677,1,1,"Otus scops"
5,"Canis familiaris","Domestic animal","Unknown",43.490362,44.129184,254.291031,931.772644,1,0,"Canis familiaris"
5,"Otu sco","Bird","Song",44.583084,45.079012,998.76416,1521.37793,1,2,"Otus scops"
5,"Otu sco","Bird","Song",47.155185,54.888299,998.76416,1433.777344,1,1,"Otus scops"
5,"Canis familiaris","Domestic animal","Unknown",49.290197,50.240025,320.476959,976.133667,1,0,"Canis familiaris"
5,"Canis familiaris","Domestic animal","Unknown",53.01386,53.745143,306.882355,998.76416,1,0,"Canis familiaris"
5,"Otu sco","Bird","Song",56.956067,59.855985,1021.700439,1433.777344,1,2,"Otus scops"
6,"Lus meg","Bird","Song",0,7.371675,906.80365,8298.363281,1,4,"Luscinia megarhynchos"
6,"Jyn tor","Bird","Song",0,7.859198,1296.092529,-1,1,4,"Jynx torquilla"
6,"Cor one","Bird","Call",0.201733,2.93354,264.436707,-1,1,4,"Corvus corone"
6,"Ori ori","Bird","Song",1.933279,2.311529,1373.993408,2117.220459,1,4,"Oriolus oriolus"
6,"Par maj","Bird","Song",2.513262,4.354079,2341.404785,6826.141602,1,4,"Parus major"
6,"Col pal","Bird","Song",3.740474,9.061192,193.347305,846.450928,1,1,"Columba palumbus"
6,"Cloche","Noise","Unknown",4.471757,59.998879,237.726074,1783.707031,1,0,"-"
6,"Pho och","Bird","Song",5.976352,7.144725,1433.9021,7253.020996,0,4,"Phoenicurus ochruros"
6,"Par maj","Bird","Song",6.270547,8.977137,2227.166748,6730.706055,1,4,"Parus major"
6,"Lus meg","Bird","Song",8.64932,9.229304,653.308594,4880.910645,1,4,"Luscinia megarhynchos"
6,"Ori ori","Bird","Song",8.775403,9.641176,1296.092529,1943.076538,1,4,"Oriolus oriolus"
6,"Par maj","Bird","Call",9.153654,9.742043,2117.220459,6922.800781,0,4,"Parus major"
6,"Cor one","Bird","Call",9.834504,11.339099,216.44162,10058.574219,1,4,"Corvus corone"
6,"Jyn tor","Bird","Song",10.078265,14.751756,1125.513794,-1,1,4,"Jynx torquilla"
6,"Lus meg","Bird","Song",11.381127,13.936417,866.312195,7119.859375,1,4,"Luscinia megarhynchos"
6,"Par maj","Bird","Song",11.608077,14.087717,2190.049561,7425.043945,1,4,"Parus major"
6,"Syl com","Bird","Song",14.684511,15.466228,2264.76123,5205.682129,1,1,"Curruca communis"
6,"Ori ori","Bird","Song",15.533473,16.16389,1102.365479,2011.403198,1,1,"Oriolus oriolus"
6,"Oiseau sp.","Bird","Unknown",15.567095,16.987634,6009.533203,10058.574219,1,4,"Unidentified bird"
6,"Par maj","Bird","Song",16.416056,19.206702,2046.22644,7529.394531,1,4,"Parus major"
6,"Cor one","Bird","Call",16.449679,17.533996,643.914551,1717.208252,1,1,"Corvus corone"
6,"Lus meg","Bird","Song",17.90384,27.427339,807.480408,5757.518066,1,4,"Luscinia megarhynchos"
6,"Jyn tor","Bird","Song",18.618313,22.426031,1056.945801,-1,1,4,"Jynx torquilla"
6,"Cor one","Bird","Call",21.963725,23.46832,453.094574,10336.699219,1,4,"Corvus corone"
6,"Par maj","Bird","Song",22.476464,24.905671,2541.793457,7425.043945,1,4,"Parus major"
6,"Jyn tor","Bird","Song",23.955843,33.605424,750.858276,-1,1,4,"Jynx torquilla"
6,"Par maj","Bird","Song",26.939816,34.59728,2625.598389,6730.706055,1,4,"Parus major"
6,"Cor one","Bird","Call",27.124738,29.604378,314.945221,9523.174805,1,4,"Corvus corone"
6,"Lus meg","Bird","Song",28.150217,32.453863,1245.791016,7322.01416,1,4,"Luscinia megarhynchos"
6,"Lus meg","Bird","Song",33.966863,38.87571,969.511841,8530.981445,1,4,"Luscinia megarhynchos"
6,"Jyn tor","Bird","Song",34.420764,44.019912,969.511841,-1,1,4,"Jynx torquilla"
6,"Aeg cau","Bird","Song",35.118425,35.858114,5675.633789,8413.930664,1,1,"Aegithalos caudatus"
6,"Aeg cau","Bird","Song",38.589921,41.170427,5924.45459,7742.136719,0,4,"Aegithalos caudatus"
6,"Par maj","Bird","Song",40.842611,43.028056,3276.133789,7220.292969,1,4,"Parus major"
6,"Lus meg","Bird","Song",41.20405,59.998879,1656.294922,7742.136719,1,4,"Luscinia megarhynchos"
6,"Cor one","Bird","Call",42.599372,44.129184,341.183044,10196.750977,1,4,"Corvus corone"
6,"Par maj","Bird","Song",45.440451,47.886469,2460.100342,7220.292969,1,4,"Parus major"
6,"Ori ori","Bird","Song",46.020435,47.029102,1270.78125,2264.76123,1,4,"Oriolus oriolus"
6,"Jyn tor","Bird","Song",46.869396,50.265242,969.511841,-1,1,4,"Jynx torquilla"
6,"Cor one","Bird","Call",47.928497,49.508742,327.980469,10622.010742,1,4,"Corvus corone"
6,"Par maj","Bird","Song",49.718881,51.727809,3378.922119,6922.800781,1,4,"Parus major"
6,"Jyn tor","Bird","Song",51.727809,57.199828,788.36499,-1,1,4,"Jynx torquilla"
6,"Emb cal","Bird","Song",52.576771,53.425732,3817.344482,7322.01416,1,4,"Emberiza calandra"
6,"Cor one","Bird","Call",53.669493,55.981022,311.670105,5475.266602,1,4,"Corvus corone"
6,"Par maj","Bird","Song",55.485094,57.989951,1943.076538,6922.800781,1,4,"Parus major"
6,"Cor one","Bird","Call",57.788217,59.998879,276.823181,11214.958984,1,4,"Corvus corone"
7,"Ort sp.","Orthoptera","Song",0,59.931635,3419.583984,-1,1,4,"Orthoptera sp."
7,"Pelophylax sp.","Frog","Song",0.008406,0.512739,1407.078613,2794.891113,1,1,"Pelophylax sp."
7,"Hyla meridionalis","Frog","Song",0.941423,2.538479,1979.559204,3023.083496,1,2,"Hyla meridionalis"
7,"Pelophylax sp.","Frog","Song",1.555028,9.153654,965.366577,1850.836304,1,1,"Pelophylax sp."
7,"Pelophylax sp.","Frog","Song",2.93354,3.656418,1783.707031,2976.282715,1,1,"Pelophylax sp."
7,"Hyla meridionalis","Frog","Song",4.202779,4.665085,1879.775146,2976.282715,1,1,"Hyla meridionalis"
7,"Pelophylax sp.","Frog","Song",4.925658,8.666131,1912.616699,2976.282715,1,1,"Pelophylax sp."
7,"Hyla meridionalis","Frog","Song",9.153654,9.775665,1912.616699,3118.479004,1,1,"Hyla meridionalis"
7,"Pelophylax sp.","Frog","Song",10.137104,10.792738,1945.876099,2930.071045,1,1,"Pelophylax sp."
7,"Hyla meridionalis","Frog","Song",11.12896,11.88546,1815.325562,3316.665771,1,1,"Hyla meridionalis"
7,"Pelophylax sp.","Frog","Song",12.162844,14.583645,1879.775146,3167.0896,1,1,"Pelophylax sp."
7,"Hyla meridionalis","Frog","Song",14.684511,15.230873,915.512756,3266.174805,1,1,"Hyla meridionalis"
7,"Pelophylax sp.","Frog","Song",15.583906,16.273162,1783.707031,3367.798828,1,1,"Pelophylax sp."
7,"Pelophylax sp.","Frog","Song",16.668223,19.391624,864.150635,1726.038208,1,1,"Pelophylax sp."
7,"Hyla meridionalis","Frog","Song",16.710251,17.214585,1020.99469,3070.479736,1,1,"Hyla meridionalis"
7,"Pelophylax sp.","Frog","Song",17.584429,18.601502,1721.658081,2976.282715,1,1,"Pelophylax sp."
7,"Hyla meridionalis","Frog","Song",18.996563,19.484085,1020.99469,3216.318604,1,1,"Hyla meridionalis"
7,"Pelophylax sp.","Frog","Song",19.811902,20.652458,1752.486084,3167.0896,1,1,"Pelophylax sp."
7,"Hyla meridionalis","Frog","Song",21.013897,21.459392,875.153015,3118.479004,1,1,"Hyla meridionalis"
7,"Pelophylax sp.","Frog","Song",22.157053,22.997609,1303.112793,2930.071045,1,1,"Pelophylax sp."
7,"Hyla meridionalis","Frog","Song",23.232965,23.779326,741.670349,3023.083496,1,1,"Hyla meridionalis"
7,"Pelophylax sp.","Frog","Song",24.317282,24.636693,787.625183,1467.111572,1,1,"Pelophylax sp."
7,"Pelophylax sp.","Frog","Song",24.317282,25.098999,1253.069702,3167.0896,1,1,"Pelophylax sp."
7,"Hyla meridionalis","Frog","Song",25.452032,25.989988,778.609924,3023.083496,1,1,"Hyla meridionalis"
7,"Pelophylax sp.","Frog","Song",26.418672,27.250822,1407.078613,3266.174805,1,1,"Pelophylax sp."
7,"Hyla meridionalis","Frog","Song",27.536611,28.074567,895.205383,3367.798828,1,1,"Hyla meridionalis"
7,"Pelophylax sp.","Frog","Song",28.713389,29.436267,1303.112793,3216.318604,1,1,"Pelophylax sp."
7,"Hyla meridionalis","Frog","Song",29.780895,30.37769,797.433167,3118.479004,1,1,"Hyla meridionalis"
7,"Pelophylax sp.","Frog","Song",29.831328,39.127877,1029.213501,1726.038208,1,4,"Pelophylax sp."
7,"Pelophylax sp.","Frog","Song",30.789562,31.638524,1328.613159,3070.479736,1,1,"Pelophylax sp."
7,"Hyla meridionalis","Frog","Song",32.19329,32.764868,875.153015,3367.798828,1,1,"Hyla meridionalis"
7,"Pelophylax sp.","Frog","Song",33.193552,33.941647,1303.112793,2884.439941,1,1,"Pelophylax sp."
7,"Hyla meridionalis","Frog","Song",34.530036,35.168858,778.609924,3316.665771,1,1,"Hyla meridionalis"
7,"Pelophylax sp.","Frog","Song",35.387403,36.202742,1228.518921,3167.0896,1,1,"Pelophylax sp."
7,"Hyla meridionalis","Frog","Song",36.538964,37.118948,875.153015,2930.071045,1,1,"Hyla meridionalis"
7,"Pelophylax sp.","Frog","Song",37.446765,38.489054,1253.069702,3633.398926,1,1,"Pelophylax sp."
7,"Hyla meridionalis","Frog","Song",38.934549,39.514532,760.023254,3167.0896,1,1,"Hyla meridionalis"
7,"Pelophylax sp.","Frog","Song",39.640616,40.355088,1065.091309,3525.138428,1,1,"Pelophylax sp."
7,"Hyla meridionalis","Frog","Song",41.624328,42.1875,1912.616699,3118.479004,1,4,"Hyla meridionalis"
7,"Pelophylax sp.","Frog","Song",41.624328,45.028579,797.433167,3316.665771,1,4,"Pelophylax sp."
7,"Pelophylax sp.","Frog","Song",43.330656,56.367678,1051.035278,1665.947388,1,4,"Pelophylax sp."
7,"Hyla meridionalis","Frog","Song",43.742528,44.230051,1847.346802,3216.318604,1,4,"Hyla meridionalis"
7,"Lus meg","Bird","Song",44.860468,45.936379,1277.932983,3419.583984,1,1,"Luscinia megarhynchos"
7,"Pelophylax sp.","Frog","Song",45.986813,46.676068,1303.112793,3118.479004,1,1,"Pelophylax sp."
7,"Hyla meridionalis","Frog","Song",46.852585,47.625897,760.023254,3688.564697,1,1,"Hyla meridionalis"
7,"Pelophylax sp.","Frog","Song",48.105013,48.853108,1253.069702,3216.318604,1,1,"Pelophylax sp."
7,"Hyla meridionalis","Frog","Song",49.62642,50.223214,956.906555,3167.0896,1,4,"Hyla meridionalis"
7,"Pelophylax sp.","Frog","Song",50.021481,50.820009,1253.069702,2498.724854,1,1,"Pelophylax sp."
7,"Hyla meridionalis","Frog","Song",51.475643,52.022004,778.609924,3023.083496,1,4,"Hyla meridionalis"
